pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,exportdt
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,025,Monmouth Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,027,Morris Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,027,Morris Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,029,Ocean Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,029,Ocean Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,029,Ocean Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,029,Ocean Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,029,Ocean Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,031,Passaic Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,031,Passaic Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,033,Salem Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,033,Salem Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,033,Salem Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,033,Salem Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,033,Salem Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,035,Somerset Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,035,Somerset Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,037,Sussex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,037,Sussex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,037,Sussex Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,037,Sussex Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,039,Union Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,039,Union Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,041,Warren Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,041,Warren Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,041,Warren Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,041,Warren Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Sulfur Dioxide (1971),,NEW JERSEY,NJ,34,041,Warren Co,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
Carbon Monoxide (1971),,NEW MEXICO,NM,35,001,Bernalillo Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW MEXICO,NM,35,013,Dona Ana Co,,,,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,NEW MEXICO,NM,35,013,Dona Ana Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-10 (1987),,NEW MEXICO,NM,35,013,Dona Ana Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
Sulfur Dioxide (1971),,NEW MEXICO,NM,35,017,Grant Co,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,2/28/21
Carbon Monoxide (1971),,NEVADA,NV,32,510,Carson City,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEVADA,NV,32,003,Clark Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,NEVADA,NV,32,003,Clark Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,NEVADA,NV,32,003,Clark Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,2/28/21
PM-10 (1987),,NEVADA,NV,32,003,Clark Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,2/28/21
Carbon Monoxide (1971),,NEVADA,NV,32,005,Douglas Co,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEVADA,NV,32,031,Washoe Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
Carbon Monoxide (1971),,NEVADA,NV,32,031,Washoe Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,NEVADA,NV,32,031,Washoe Co,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
Sulfur Dioxide (1971),,NEVADA,NV,32,033,White Pine Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,001,Albany Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,001,Albany Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,005,Bronx Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,005,Bronx Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,013,Chautauqua Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,013,Chautauqua Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,027,Dutchess Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,027,Dutchess Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,029,Erie Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,029,Erie Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,031,Essex Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,031,Essex Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,037,Genesee Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,039,Greene Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,039,Greene Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,045,Jefferson Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,045,Jefferson Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,047,Kings Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,047,Kings Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,051,Livingston Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,055,Monroe Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,057,Montgomery Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,057,Montgomery Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,059,Nassau Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,059,Nassau Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,061,New York Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,061,New York Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,NEW YORK,NY,36,061,New York Co,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,063,Niagara Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,063,Niagara Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,067,Onondaga Co,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,069,Ontario Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,071,Orange Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,071,Orange Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,071,Orange Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,071,Orange Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,073,Orleans Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,079,Putnam Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,079,Putnam Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,081,Queens Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,081,Queens Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,083,Rensselaer Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,083,Rensselaer Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,085,Richmond Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,NEW YORK,NY,36,085,Richmond Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,087,Rockland Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,091,Saratoga Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,091,Saratoga Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,093,Schenectady Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,093,Schenectady Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,095,Schoharie Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,103,Suffolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,117,Wayne Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,119,Westchester Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
